"account_id";"district_id";"frequency";"date"
950;49;"MONTHLY FEE";930826
3361;45;"MONTHLY FEE";930826
3837;48;"FEE AFTER TRANSACTION";930826
33;22;"MONTHLY FEE";930826
2894;17;"MONTHLY FEE";930828
2510;61;"MONTHLY FEE";930828
389;30;"MONTHLY FEE";930828
6051;56;"MONTHLY FEE";930828
730;4;"MONTHLY FEE";930828
1694;6;"WEEKLY FEE";930829
721;76;"MONTHLY FEE";930829
1106;20;"WEEKLY FEE";930829
3319;56;"MONTHLY FEE";930829
10451;1;"MONTHLY FEE";930829
172;13;"MONTHLY FEE";930830
3920;74;"MONTHLY FEE";930901
3011;64;"MONTHLY FEE";930901
1337;23;"MONTHLY FEE";930901
2592;69;"MONTHLY FEE";930901
146;4;"MONTHLY FEE";930902
2576;1;"MONTHLY FEE";930902
3195;40;"MONTHLY FEE";930902
8073;24;"FEE AFTER TRANSACTION";930903
4463;67;"MONTHLY FEE";930903
2082;36;"MONTHLY FEE";930903
2020;13;"MONTHLY FEE";930904
160;23;"MONTHLY FEE";930904
7607;1;"MONTHLY FEE";930905
117;31;"MONTHLY FEE";930905
3509;2;"MONTHLY FEE";930905
151;76;"MONTHLY FEE";930906
1719;1;"MONTHLY FEE";930906
3456;32;"MONTHLY FEE";930906
2951;44;"MONTHLY FEE";930906
7190;49;"MONTHLY FEE";930906
1827;10;"MONTHLY FEE";930906
1689;55;"MONTHLY FEE";930907
1197;68;"MONTHLY FEE";930907
5952;50;"MONTHLY FEE";930907
6930;41;"MONTHLY FEE";930908
1107;42;"MONTHLY FEE";930908
8475;4;"MONTHLY FEE";930908
3575;7;"MONTHLY FEE";930908
2691;69;"MONTHLY FEE";930908
3323;13;"MONTHLY FEE";930908
2428;72;"MONTHLY FEE";930908
2649;2;"MONTHLY FEE";930908
2907;70;"MONTHLY FEE";930909
1091;16;"MONTHLY FEE";930909
1487;66;"MONTHLY FEE";930910
3157;77;"MONTHLY FEE";930910
4414;24;"MONTHLY FEE";930910
2302;24;"MONTHLY FEE";930910
1410;74;"MONTHLY FEE";930911
1146;67;"MONTHLY FEE";930912
8564;68;"MONTHLY FEE";930912
750;73;"MONTHLY FEE";930912
2150;37;"MONTHLY FEE";930912
10940;50;"MONTHLY FEE";930913
9337;30;"MONTHLY FEE";930913
861;22;"MONTHLY FEE";930913
10440;72;"MONTHLY FEE";930913
10036;1;"MONTHLY FEE";930913
1234;6;"MONTHLY FEE";930913
7774;74;"FEE AFTER TRANSACTION";930914
1547;72;"MONTHLY FEE";930914
1079;74;"MONTHLY FEE";930914
3863;15;"MONTHLY FEE";930914
3480;58;"MONTHLY FEE";930914
2671;1;"MONTHLY FEE";930915
1705;70;"MONTHLY FEE";930915
3028;27;"MONTHLY FEE";930915
3310;25;"MONTHLY FEE";930915
6715;48;"WEEKLY FEE";930915
3255;1;"MONTHLY FEE";930915
3751;9;"MONTHLY FEE";930915
2987;18;"MONTHLY FEE";930916
857;77;"MONTHLY FEE";930916
3042;10;"MONTHLY FEE";930916
2695;16;"MONTHLY FEE";930916
2849;1;"MONTHLY FEE";930916
2802;1;"MONTHLY FEE";930916
34;67;"WEEKLY FEE";930917
7133;1;"MONTHLY FEE";930917
699;1;"MONTHLY FEE";930917
2282;29;"WEEKLY FEE";930917
8489;19;"MONTHLY FEE";930918
837;46;"MONTHLY FEE";930918
8759;1;"MONTHLY FEE";930918
1602;33;"MONTHLY FEE";930919
2958;48;"MONTHLY FEE";930919
3408;62;"MONTHLY FEE";930919
153;77;"MONTHLY FEE";930919
3268;21;"MONTHLY FEE";930920
854;62;"MONTHLY FEE";930921
1831;1;"MONTHLY FEE";930921
39;36;"MONTHLY FEE";930922
1811;40;"MONTHLY FEE";930922
3822;8;"MONTHLY FEE";930922
1404;7;"WEEKLY FEE";930922
517;76;"MONTHLY FEE";930922
1440;55;"MONTHLY FEE";930922
3505;46;"MONTHLY FEE";930923
1804;20;"WEEKLY FEE";930923
2617;1;"MONTHLY FEE";930924
467;74;"MONTHLY FEE";930924
4437;40;"MONTHLY FEE";930924
1453;61;"WEEKLY FEE";930925
3977;7;"MONTHLY FEE";930925
8982;64;"MONTHLY FEE";930925
27;73;"MONTHLY FEE";930926
4511;33;"MONTHLY FEE";930926
1052;61;"MONTHLY FEE";930927
10227;62;"FEE AFTER TRANSACTION";930927
3171;61;"MONTHLY FEE";930928
228;5;"MONTHLY FEE";930928
3618;29;"MONTHLY FEE";930929
1016;40;"MONTHLY FEE";930929
15;70;"MONTHLY FEE";931002
3237;20;"MONTHLY FEE";931002
1485;36;"MONTHLY FEE";931003
7769;23;"MONTHLY FEE";931003
2613;26;"MONTHLY FEE";931003
2201;8;"MONTHLY FEE";931005
1896;74;"MONTHLY FEE";931005
5387;1;"MONTHLY FEE";931005
3535;1;"MONTHLY FEE";931005
1120;1;"MONTHLY FEE";931005
235;41;"MONTHLY FEE";931006
3701;76;"MONTHLY FEE";931006
1516;67;"MONTHLY FEE";931008
4543;33;"MONTHLY FEE";931008
2427;70;"WEEKLY FEE";931008
1981;64;"MONTHLY FEE";931008
8566;74;"MONTHLY FEE";931008
678;17;"MONTHLY FEE";931008
4659;56;"MONTHLY FEE";931008
4059;34;"MONTHLY FEE";931008
4013;73;"FEE AFTER TRANSACTION";931008
7011;75;"MONTHLY FEE";931008
2132;76;"MONTHLY FEE";931008
1816;44;"MONTHLY FEE";931008
2623;58;"MONTHLY FEE";931009
2793;47;"MONTHLY FEE";931009
2479;18;"MONTHLY FEE";931009
11135;75;"MONTHLY FEE";931010
8041;1;"MONTHLY FEE";931010
492;5;"MONTHLY FEE";931010
799;56;"MONTHLY FEE";931010
3972;51;"MONTHLY FEE";931011
1468;54;"MONTHLY FEE";931011
624;70;"MONTHLY FEE";931011
3483;40;"MONTHLY FEE";931012
4260;56;"MONTHLY FEE";931014
616;43;"MONTHLY FEE";931014
931;59;"MONTHLY FEE";931015
102;11;"MONTHLY FEE";931016
540;75;"MONTHLY FEE";931016
2660;1;"WEEKLY FEE";931017
4287;1;"MONTHLY FEE";931017
3551;6;"MONTHLY FEE";931017
2072;41;"MONTHLY FEE";931017
4119;77;"MONTHLY FEE";931018
1345;28;"MONTHLY FEE";931019
1565;36;"MONTHLY FEE";931020
2824;11;"MONTHLY FEE";931020
2052;61;"MONTHLY FEE";931020
1767;21;"MONTHLY FEE";931020
2140;75;"MONTHLY FEE";931021
1051;35;"MONTHLY FEE";931021
3927;56;"MONTHLY FEE";931022
2050;1;"MONTHLY FEE";931022
2276;31;"MONTHLY FEE";931022
126;5;"MONTHLY FEE";931023
2859;11;"MONTHLY FEE";931023
2667;23;"MONTHLY FEE";931023
1789;46;"MONTHLY FEE";931023
838;47;"MONTHLY FEE";931023
3264;70;"MONTHLY FEE";931023
198;70;"MONTHLY FEE";931025
2345;5;"MONTHLY FEE";931025
5256;72;"FEE AFTER TRANSACTION";931025
40;64;"MONTHLY FEE";931025
419;13;"MONTHLY FEE";931025
3892;43;"MONTHLY FEE";931025
1217;69;"MONTHLY FEE";931025
397;11;"MONTHLY FEE";931026
3146;68;"MONTHLY FEE";931026
287;16;"MONTHLY FEE";931027
2180;45;"MONTHLY FEE";931027
354;59;"MONTHLY FEE";931028
259;2;"MONTHLY FEE";931028
1666;67;"MONTHLY FEE";931030
1495;36;"MONTHLY FEE";931101
2582;28;"MONTHLY FEE";931101
4470;16;"MONTHLY FEE";931101
1381;57;"MONTHLY FEE";931101
2435;38;"MONTHLY FEE";931101
542;1;"MONTHLY FEE";931101
1123;13;"MONTHLY FEE";931101
3225;1;"MONTHLY FEE";931101
1133;1;"MONTHLY FEE";931101
3086;1;"MONTHLY FEE";931102
2250;35;"MONTHLY FEE";931102
340;1;"MONTHLY FEE";931103
4079;52;"MONTHLY FEE";931103
841;1;"MONTHLY FEE";931104
2269;6;"MONTHLY FEE";931104
2867;30;"MONTHLY FEE";931104
3371;68;"MONTHLY FEE";931104
520;60;"MONTHLY FEE";931104
743;10;"MONTHLY FEE";931105
3640;10;"MONTHLY FEE";931105
3354;63;"MONTHLY FEE";931105
107;64;"MONTHLY FEE";931105
243;55;"WEEKLY FEE";931106
3687;71;"MONTHLY FEE";931106
1984;73;"MONTHLY FEE";931107
4173;1;"MONTHLY FEE";931108
2700;74;"MONTHLY FEE";931108
2318;73;"MONTHLY FEE";931108
7965;55;"MONTHLY FEE";931108
3352;42;"MONTHLY FEE";931108
4255;70;"WEEKLY FEE";931108
73;72;"MONTHLY FEE";931108
3948;1;"MONTHLY FEE";931109
648;13;"MONTHLY FEE";931109
3688;70;"MONTHLY FEE";931110
462;29;"MONTHLY FEE";931110
3243;1;"MONTHLY FEE";931110
8625;64;"MONTHLY FEE";931110
321;47;"MONTHLY FEE";931111
3548;23;"MONTHLY FEE";931111
5984;11;"MONTHLY FEE";931111
3091;3;"MONTHLY FEE";931111
626;72;"MONTHLY FEE";931111
998;47;"MONTHLY FEE";931111
3326;5;"MONTHLY FEE";931111
2457;76;"MONTHLY FEE";931111
2549;74;"MONTHLY FEE";931112
1947;35;"MONTHLY FEE";931112
2738;41;"MONTHLY FEE";931112
1809;1;"WEEKLY FEE";931112
519;24;"MONTHLY FEE";931112
2665;61;"MONTHLY FEE";931113
1114;6;"WEEKLY FEE";931113
8957;1;"MONTHLY FEE";931113
2271;68;"MONTHLY FEE";931113
196;4;"MONTHLY FEE";931114
3218;41;"MONTHLY FEE";931114
3660;74;"MONTHLY FEE";931114
787;10;"MONTHLY FEE";931114
3820;1;"MONTHLY FEE";931114
10906;76;"MONTHLY FEE";931114
914;73;"MONTHLY FEE";931114
9656;61;"MONTHLY FEE";931114
1941;60;"MONTHLY FEE";931115
3617;22;"MONTHLY FEE";931115
3370;49;"MONTHLY FEE";931115
1664;56;"MONTHLY FEE";931115
4337;29;"MONTHLY FEE";931116
2557;40;"MONTHLY FEE";931117
1527;31;"FEE AFTER TRANSACTION";931117
3938;57;"MONTHLY FEE";931117
1686;11;"MONTHLY FEE";931118
10670;60;"MONTHLY FEE";931118
3309;66;"MONTHLY FEE";931120
3107;5;"MONTHLY FEE";931120
8377;29;"MONTHLY FEE";931120
345;5;"MONTHLY FEE";931120
498;1;"MONTHLY FEE";931121
3571;39;"MONTHLY FEE";931121
5991;1;"MONTHLY FEE";931121
1128;74;"MONTHLY FEE";931121
10439;66;"MONTHLY FEE";931121
1302;55;"MONTHLY FEE";931121
10788;67;"WEEKLY FEE";931122
4343;31;"MONTHLY FEE";931122
2460;1;"MONTHLY FEE";931122
1931;20;"MONTHLY FEE";931123
2972;12;"MONTHLY FEE";931123
1286;66;"FEE AFTER TRANSACTION";931123
1235;76;"MONTHLY FEE";931123
4385;23;"MONTHLY FEE";931123
7449;1;"MONTHLY FEE";931124
545;54;"MONTHLY FEE";931124
245;65;"MONTHLY FEE";931125
688;74;"MONTHLY FEE";931125
173;66;"MONTHLY FEE";931126
10904;48;"MONTHLY FEE";931126
7844;1;"MONTHLY FEE";931126
6353;26;"MONTHLY FEE";931126
604;12;"MONTHLY FEE";931126
6806;1;"MONTHLY FEE";931126
5927;15;"MONTHLY FEE";931126
2419;24;"MONTHLY FEE";931127
1288;11;"MONTHLY FEE";931127
3003;18;"MONTHLY FEE";931127
10131;1;"MONTHLY FEE";931127
1952;70;"MONTHLY FEE";931128
651;72;"MONTHLY FEE";931128
2989;4;"MONTHLY FEE";931128
1499;47;"MONTHLY FEE";931128
426;1;"MONTHLY FEE";931129
3570;44;"MONTHLY FEE";931129
4237;18;"MONTHLY FEE";931129
2739;59;"MONTHLY FEE";931129
4526;63;"MONTHLY FEE";931129
1621;75;"MONTHLY FEE";931201
344;54;"MONTHLY FEE";931201
1359;8;"MONTHLY FEE";931202
290;56;"MONTHLY FEE";931202
66;48;"FEE AFTER TRANSACTION";931203
1314;48;"MONTHLY FEE";931203
3145;4;"MONTHLY FEE";931203
1204;29;"MONTHLY FEE";931203
437;43;"MONTHLY FEE";931203
2063;1;"MONTHLY FEE";931204
3087;15;"MONTHLY FEE";931204
2588;5;"MONTHLY FEE";931204
956;74;"MONTHLY FEE";931205
597;41;"MONTHLY FEE";931205
3129;5;"MONTHLY FEE";931205
884;2;"MONTHLY FEE";931207
4264;28;"MONTHLY FEE";931207
3223;1;"MONTHLY FEE";931207
737;34;"MONTHLY FEE";931208
2306;38;"MONTHLY FEE";931208
1673;53;"MONTHLY FEE";931208
10663;11;"MONTHLY FEE";931208
3345;22;"MONTHLY FEE";931208
1970;8;"MONTHLY FEE";931208
2504;16;"MONTHLY FEE";931209
358;12;"MONTHLY FEE";931209
2980;66;"MONTHLY FEE";931209
3918;53;"MONTHLY FEE";931209
1680;59;"MONTHLY FEE";931210
3039;1;"MONTHLY FEE";931210
3380;64;"MONTHLY FEE";931210
2128;22;"MONTHLY FEE";931210
903;47;"MONTHLY FEE";931210
1762;28;"MONTHLY FEE";931211
61;70;"MONTHLY FEE";931211
391;36;"MONTHLY FEE";931211
2305;1;"MONTHLY FEE";931211
1588;67;"MONTHLY FEE";931211
183;43;"MONTHLY FEE";931212
365;74;"MONTHLY FEE";931212
2476;32;"MONTHLY FEE";931212
347;65;"MONTHLY FEE";931213
1877;76;"MONTHLY FEE";931213
3196;1;"MONTHLY FEE";931213
2928;55;"MONTHLY FEE";931214
1225;4;"MONTHLY FEE";931214
3825;7;"MONTHLY FEE";931214
180;55;"WEEKLY FEE";931214
2813;24;"MONTHLY FEE";931215
1605;72;"MONTHLY FEE";931216
1792;7;"MONTHLY FEE";931216
1604;54;"MONTHLY FEE";931216
883;1;"MONTHLY FEE";931217
441;27;"WEEKLY FEE";931217
3429;73;"MONTHLY FEE";931217
4514;69;"MONTHLY FEE";931218
1088;32;"MONTHLY FEE";931219
3094;56;"MONTHLY FEE";931220
1768;15;"MONTHLY FEE";931220
2768;73;"MONTHLY FEE";931220
2257;57;"MONTHLY FEE";931221
1882;1;"MONTHLY FEE";931221
719;30;"MONTHLY FEE";931221
5092;74;"MONTHLY FEE";931221
3292;1;"MONTHLY FEE";931221
3604;75;"MONTHLY FEE";931222
2733;76;"MONTHLY FEE";931222
3669;76;"MONTHLY FEE";931222
1940;52;"MONTHLY FEE";931222
3056;55;"MONTHLY FEE";931222
1419;33;"MONTHLY FEE";931222
2971;76;"WEEKLY FEE";931223
1959;62;"MONTHLY FEE";931224
3164;33;"MONTHLY FEE";931224
3197;1;"MONTHLY FEE";931225
2770;42;"MONTHLY FEE";931225
7944;59;"MONTHLY FEE";931227
1080;55;"MONTHLY FEE";931227
6148;74;"MONTHLY FEE";931227
2010;1;"MONTHLY FEE";931227
3135;72;"MONTHLY FEE";931227
1098;47;"MONTHLY FEE";931228
100;41;"MONTHLY FEE";931228
2913;8;"MONTHLY FEE";931228
1153;35;"MONTHLY FEE";931229
1635;19;"MONTHLY FEE";931229
2842;14;"MONTHLY FEE";931229
3759;1;"MONTHLY FEE";931229
3594;29;"MONTHLY FEE";931230
2778;38;"MONTHLY FEE";931230
2161;15;"WEEKLY FEE";931230
2789;14;"MONTHLY FEE";940101
1552;18;"MONTHLY FEE";940102
628;72;"MONTHLY FEE";940103
1458;29;"MONTHLY FEE";940103
2673;34;"MONTHLY FEE";940104
1788;1;"MONTHLY FEE";940104
1193;29;"MONTHLY FEE";940105
969;19;"MONTHLY FEE";940108
1512;1;"MONTHLY FEE";940108
3997;62;"MONTHLY FEE";940113
2179;1;"WEEKLY FEE";940114
1164;35;"MONTHLY FEE";940114
4774;66;"MONTHLY FEE";940114
4413;74;"WEEKLY FEE";940115
1824;52;"MONTHLY FEE";940117
1231;7;"MONTHLY FEE";940118
2664;58;"MONTHLY FEE";940120
1627;1;"MONTHLY FEE";940120
9104;10;"MONTHLY FEE";940121
2326;70;"MONTHLY FEE";940124
4356;47;"MONTHLY FEE";940126
3667;55;"MONTHLY FEE";940126
742;77;"MONTHLY FEE";940128
2538;42;"MONTHLY FEE";940130
127;29;"MONTHLY FEE";940202
726;76;"MONTHLY FEE";940203
4907;42;"MONTHLY FEE";940206
2628;64;"FEE AFTER TRANSACTION";940206
3898;70;"MONTHLY FEE";940207
6472;61;"MONTHLY FEE";940208
1770;65;"MONTHLY FEE";940208
2472;60;"MONTHLY FEE";940208
1159;49;"MONTHLY FEE";940209
4418;66;"MONTHLY FEE";940209
1470;19;"MONTHLY FEE";940210
1813;47;"MONTHLY FEE";940211
4416;14;"MONTHLY FEE";940212
2315;75;"MONTHLY FEE";940213
3876;69;"MONTHLY FEE";940213
4329;1;"MONTHLY FEE";940217
3184;1;"MONTHLY FEE";940218
370;25;"MONTHLY FEE";940218
1317;56;"MONTHLY FEE";940218
2675;1;"MONTHLY FEE";940219
3840;76;"MONTHLY FEE";940219
4009;56;"MONTHLY FEE";940220
3886;1;"MONTHLY FEE";940220
3445;1;"MONTHLY FEE";940222
2482;1;"MONTHLY FEE";940223
2361;28;"MONTHLY FEE";940225
974;29;"MONTHLY FEE";940225
2959;8;"MONTHLY FEE";940225
1880;76;"MONTHLY FEE";940225
3355;70;"MONTHLY FEE";940226
2501;30;"MONTHLY FEE";940226
1073;73;"MONTHLY FEE";940227
8558;1;"FEE AFTER TRANSACTION";940227
3101;1;"MONTHLY FEE";940227
2568;17;"MONTHLY FEE";940302
1169;49;"FEE AFTER TRANSACTION";940302
3684;23;"MONTHLY FEE";940304
1406;50;"MONTHLY FEE";940304
71;1;"MONTHLY FEE";940305
3528;10;"MONTHLY FEE";940305
3405;36;"MONTHLY FEE";940307
6118;1;"WEEKLY FEE";940307
2382;59;"MONTHLY FEE";940308
1570;1;"MONTHLY FEE";940312
1511;51;"FEE AFTER TRANSACTION";940313
1237;9;"MONTHLY FEE";940313
3307;30;"MONTHLY FEE";940313
3378;55;"MONTHLY FEE";940314
989;19;"MONTHLY FEE";940314
3253;71;"FEE AFTER TRANSACTION";940315
1626;3;"MONTHLY FEE";940315
289;1;"MONTHLY FEE";940317
1987;54;"MONTHLY FEE";940317
817;5;"MONTHLY FEE";940318
2228;34;"MONTHLY FEE";940319
904;1;"MONTHLY FEE";940320
3824;41;"MONTHLY FEE";940320
3599;63;"MONTHLY FEE";940320
22;1;"MONTHLY FEE";940323
470;64;"MONTHLY FEE";940323
1273;37;"MONTHLY FEE";940325
237;50;"MONTHLY FEE";940325
59;43;"MONTHLY FEE";940327
572;32;"MONTHLY FEE";940327
1269;52;"MONTHLY FEE";940328
855;1;"MONTHLY FEE";940328
3183;45;"MONTHLY FEE";940401
1969;5;"MONTHLY FEE";940402
2799;54;"WEEKLY FEE";940403
1042;43;"MONTHLY FEE";940403
1158;50;"MONTHLY FEE";940403
2713;26;"MONTHLY FEE";940403
740;28;"MONTHLY FEE";940404
493;26;"MONTHLY FEE";940405
2067;76;"MONTHLY FEE";940407
3804;7;"MONTHLY FEE";940407
4259;66;"MONTHLY FEE";940408
2886;1;"MONTHLY FEE";940408
761;43;"MONTHLY FEE";940409
1918;24;"MONTHLY FEE";940410
3036;10;"MONTHLY FEE";940410
3259;1;"MONTHLY FEE";940411
4408;71;"WEEKLY FEE";940411
2009;17;"MONTHLY FEE";940414
1194;1;"MONTHLY FEE";940415
3718;63;"MONTHLY FEE";940416
3201;4;"MONTHLY FEE";940417
460;1;"MONTHLY FEE";940418
784;59;"MONTHLY FEE";940419
3714;2;"WEEKLY FEE";940421
2154;63;"MONTHLY FEE";940421
1256;38;"MONTHLY FEE";940421
1353;51;"MONTHLY FEE";940421
1820;10;"MONTHLY FEE";940422
2494;74;"MONTHLY FEE";940423
2399;1;"MONTHLY FEE";940426
343;18;"MONTHLY FEE";940426
575;38;"MONTHLY FEE";940426
900;48;"MONTHLY FEE";940426
1467;37;"MONTHLY FEE";940427
31;68;"MONTHLY FEE";940427
1375;19;"MONTHLY FEE";940427
1371;1;"MONTHLY FEE";940427
844;53;"MONTHLY FEE";940428
908;62;"MONTHLY FEE";940429
3134;48;"MONTHLY FEE";940429
2092;1;"MONTHLY FEE";940429
3747;1;"MONTHLY FEE";940501
277;32;"FEE AFTER TRANSACTION";940501
3595;30;"MONTHLY FEE";940501
2511;40;"MONTHLY FEE";940501
1388;29;"MONTHLY FEE";940502
4245;52;"MONTHLY FEE";940502
3838;3;"MONTHLY FEE";940502
543;64;"MONTHLY FEE";940503
3653;31;"MONTHLY FEE";940503
524;61;"MONTHLY FEE";940503
82;26;"MONTHLY FEE";940503
3912;2;"MONTHLY FEE";940504
1949;41;"MONTHLY FEE";940504
1865;1;"MONTHLY FEE";940504
451;11;"MONTHLY FEE";940505
50;1;"MONTHLY FEE";940506
1184;14;"MONTHLY FEE";940506
363;1;"MONTHLY FEE";940506
2454;8;"MONTHLY FEE";940507
2847;75;"MONTHLY FEE";940508
2740;14;"MONTHLY FEE";940508
1871;48;"MONTHLY FEE";940510
8405;20;"MONTHLY FEE";940510
266;47;"MONTHLY FEE";940511
1879;10;"MONTHLY FEE";940513
2259;64;"MONTHLY FEE";940514
609;63;"MONTHLY FEE";940515
9750;74;"MONTHLY FEE";940516
2375;29;"MONTHLY FEE";940516
216;38;"MONTHLY FEE";940516
56;50;"MONTHLY FEE";940516
7824;60;"MONTHLY FEE";940517
649;69;"WEEKLY FEE";940517
2996;54;"MONTHLY FEE";940517
1509;51;"MONTHLY FEE";940519
2170;1;"FEE AFTER TRANSACTION";940519
2001;75;"MONTHLY FEE";940519
2903;38;"MONTHLY FEE";940519
3717;56;"MONTHLY FEE";940520
4195;67;"MONTHLY FEE";940521
2496;51;"MONTHLY FEE";940521
9583;31;"WEEKLY FEE";940522
3636;21;"MONTHLY FEE";940522
1826;5;"MONTHLY FEE";940522
2227;31;"WEEKLY FEE";940522
2749;1;"MONTHLY FEE";940523
535;35;"MONTHLY FEE";940524
4066;72;"MONTHLY FEE";940524
2662;71;"MONTHLY FEE";940524
1053;57;"MONTHLY FEE";940525
11333;8;"MONTHLY FEE";940526
1838;68;"MONTHLY FEE";940526
3037;44;"MONTHLY FEE";940526
3372;23;"MONTHLY FEE";940526
985;32;"MONTHLY FEE";940529
6924;74;"MONTHLY FEE";940601
3484;22;"MONTHLY FEE";940601
700;20;"MONTHLY FEE";940601
3289;1;"MONTHLY FEE";940602
2638;5;"MONTHLY FEE";940602
8316;70;"MONTHLY FEE";940604
1634;77;"MONTHLY FEE";940604
4825;15;"MONTHLY FEE";940604
3650;8;"MONTHLY FEE";940605
10942;44;"WEEKLY FEE";940605
2922;16;"MONTHLY FEE";940606
693;2;"MONTHLY FEE";940606
2260;1;"MONTHLY FEE";940607
538;70;"MONTHLY FEE";940607
548;16;"MONTHLY FEE";940607
941;8;"MONTHLY FEE";940608
2155;58;"MONTHLY FEE";940608
4519;8;"MONTHLY FEE";940608
3539;42;"MONTHLY FEE";940608
6511;72;"MONTHLY FEE";940610
2569;2;"MONTHLY FEE";940610
43;36;"MONTHLY FEE";940612
1047;46;"MONTHLY FEE";940613
3479;22;"MONTHLY FEE";940614
2868;1;"MONTHLY FEE";940615
4328;72;"MONTHLY FEE";940617
5628;61;"MONTHLY FEE";940617
3160;22;"MONTHLY FEE";940619
1856;26;"MONTHLY FEE";940619
154;46;"MONTHLY FEE";940621
3030;65;"MONTHLY FEE";940622
1938;1;"MONTHLY FEE";940625
1870;10;"MONTHLY FEE";940625
3275;74;"MONTHLY FEE";940629
8492;2;"MONTHLY FEE";940629
10093;1;"WEEKLY FEE";940701
3805;9;"MONTHLY FEE";940702
200;17;"MONTHLY FEE";940703
2471;6;"MONTHLY FEE";940703
352;39;"MONTHLY FEE";940704
1291;1;"MONTHLY FEE";940704
161;28;"MONTHLY FEE";940704
711;70;"MONTHLY FEE";940706
964;26;"MONTHLY FEE";940708
1012;65;"MONTHLY FEE";940709
4276;43;"MONTHLY FEE";940709
901;60;"MONTHLY FEE";940710
7765;52;"WEEKLY FEE";940710
90;1;"MONTHLY FEE";940713
5574;13;"WEEKLY FEE";940714
741;54;"MONTHLY FEE";940714
2819;35;"MONTHLY FEE";940716
478;58;"MONTHLY FEE";940716
2615;68;"MONTHLY FEE";940717
3503;1;"MONTHLY FEE";940717
3921;18;"MONTHLY FEE";940717
662;21;"MONTHLY FEE";940718
2654;56;"MONTHLY FEE";940721
9627;65;"FEE AFTER TRANSACTION";940722
2470;16;"MONTHLY FEE";940723
427;8;"MONTHLY FEE";940724
709;19;"MONTHLY FEE";940725
629;31;"MONTHLY FEE";940725
2606;1;"MONTHLY FEE";940727
6738;62;"MONTHLY FEE";940728
2912;74;"MONTHLY FEE";940730
4995;20;"WEEKLY FEE";940801
1022;33;"WEEKLY FEE";940801
1797;24;"MONTHLY FEE";940801
3497;76;"MONTHLY FEE";940802
1848;1;"MONTHLY FEE";940804
582;12;"MONTHLY FEE";940805
3167;18;"MONTHLY FEE";940808
1579;57;"MONTHLY FEE";940809
610;74;"MONTHLY FEE";940811
3536;24;"MONTHLY FEE";940811
1017;14;"MONTHLY FEE";940811
3017;75;"MONTHLY FEE";940812
3112;38;"MONTHLY FEE";940812
1360;71;"MONTHLY FEE";940814
2747;1;"MONTHLY FEE";940814
9192;1;"MONTHLY FEE";940816
1398;62;"MONTHLY FEE";940818
1246;58;"MONTHLY FEE";940818
1592;38;"MONTHLY FEE";940818
3728;10;"MONTHLY FEE";940818
4131;5;"MONTHLY FEE";940819
377;70;"MONTHLY FEE";940819
1911;68;"MONTHLY FEE";940821
635;21;"MONTHLY FEE";940821
3625;3;"MONTHLY FEE";940822
3425;70;"MONTHLY FEE";940824
1327;65;"MONTHLY FEE";940824
8776;64;"MONTHLY FEE";940824
2798;70;"MONTHLY FEE";940824
2401;16;"MONTHLY FEE";940826
3612;70;"MONTHLY FEE";940827
4580;9;"MONTHLY FEE";940827
3226;65;"MONTHLY FEE";940828
7523;63;"MONTHLY FEE";940829
3533;74;"MONTHLY FEE";940829
422;53;"WEEKLY FEE";940829
3608;72;"WEEKLY FEE";940830
1105;55;"MONTHLY FEE";940901
2596;1;"MONTHLY FEE";940902
9006;40;"WEEKLY FEE";940902
3579;53;"MONTHLY FEE";940902
710;25;"MONTHLY FEE";940902
7546;43;"MONTHLY FEE";940903
1766;28;"MONTHLY FEE";940903
1292;3;"MONTHLY FEE";940903
3797;64;"MONTHLY FEE";940903
3478;30;"MONTHLY FEE";940904
8899;1;"WEEKLY FEE";940905
1975;19;"MONTHLY FEE";940907
3049;61;"MONTHLY FEE";940908
3730;17;"MONTHLY FEE";940908
1714;72;"MONTHLY FEE";940908
518;74;"MONTHLY FEE";940909
6321;1;"MONTHLY FEE";940910
3926;72;"MONTHLY FEE";940911
1878;52;"WEEKLY FEE";940913
3712;3;"MONTHLY FEE";940913
2030;51;"MONTHLY FEE";940913
3869;72;"MONTHLY FEE";940913
1908;20;"MONTHLY FEE";940913
3142;2;"MONTHLY FEE";940914
1301;18;"MONTHLY FEE";940915
3288;54;"MONTHLY FEE";940915
318;36;"MONTHLY FEE";940916
3336;51;"MONTHLY FEE";940919
1653;1;"MONTHLY FEE";940919
577;29;"MONTHLY FEE";940920
2960;19;"MONTHLY FEE";940920
2267;54;"WEEKLY FEE";940920
1989;48;"MONTHLY FEE";940921
1352;1;"MONTHLY FEE";940923
851;15;"MONTHLY FEE";940923
716;47;"MONTHLY FEE";940925
3555;32;"MONTHLY FEE";940926
6;51;"MONTHLY FEE";940927
1828;1;"MONTHLY FEE";940928
1333;21;"MONTHLY FEE";940929
11359;61;"MONTHLY FEE";941001
3457;54;"MONTHLY FEE";941001
2627;76;"MONTHLY FEE";941002
2025;19;"MONTHLY FEE";941002
3975;20;"MONTHLY FEE";941002
2905;74;"MONTHLY FEE";941003
3827;1;"MONTHLY FEE";941004
939;55;"MONTHLY FEE";941004
1421;71;"MONTHLY FEE";941005
1934;46;"MONTHLY FEE";941005
3878;23;"MONTHLY FEE";941007
2363;47;"MONTHLY FEE";941007
